,index,Date,Time,Global_active_power,Global_reactive_power,Voltage,Global_intensity,Sub_metering_1,Sub_metering_2,Sub_metering_3,Week,Day
37050,37049,26/1/2007,17:29:00,0.304,0.108,243.93,1.4,0,0,0,Week4,Day5
37051,37050,26/1/2007,17:30:00,0.238,0,244.39,1,0,0,0,Week4,Day5
37052,37051,26/1/2007,17:31:00,0.404,0,243.55,1.6,0,0,0,Week4,Day5
37053,37052,26/1/2007,17:32:00,0.65,0.058,242.97,2.8,0,0,0,Week4,Day5
37054,37053,26/1/2007,17:33:00,0.748,0.066,240.96,3.2,0,0,0,Week4,Day5
37055,37054,26/1/2007,17:34:00,0.748,0.066,241.02,3.2,0,0,0,Week4,Day5
37056,37055,26/1/2007,17:35:00,0.74,0.068,241.08,3,0,0,0,Week4,Day5
37057,37056,26/1/2007,17:36:00,0.742,0.068,241.39,3,0,0,0,Week4,Day5
37058,37057,26/1/2007,17:37:00,0.738,0.066,240.96,3,0,0,0,Week4,Day5
37059,37058,26/1/2007,17:38:00,0.746,0.068,241.32,3.2,0,0,0,Week4,Day5
37060,37059,26/1/2007,17:39:00,0.746,0.062,240.2,3.2,0,0,0,Week4,Day5
37061,37060,26/1/2007,17:40:00,0.736,0.064,240.64,3,0,0,0,Week4,Day5
37062,37061,26/1/2007,17:41:00,0.706,0.066,241.04,3,0,0,0,Week4,Day5
37063,37062,26/1/2007,17:42:00,0.742,0.068,241.86,3,0,0,0,Week4,Day5
37064,37063,26/1/2007,17:43:00,0.74,0.066,241.17,3,0,0,0,Week4,Day5
37065,37064,26/1/2007,17:44:00,0.734,0.062,240.05,3,0,0,0,Week4,Day5
37066,37065,26/1/2007,17:45:00,0.734,0.064,240.12,3,0,0,0,Week4,Day5
37067,37066,26/1/2007,17:46:00,0.742,0.066,240.86,3.2,0,0,0,Week4,Day5
37068,37067,26/1/2007,17:47:00,0.742,0.064,240.55,3.2,0,0,0,Week4,Day5
37069,37068,26/1/2007,17:48:00,0.74,0.064,240.65,3.2,0,0,0,Week4,Day5
37070,37069,26/1/2007,17:49:00,0.738,0.064,240.63,3,0,0,0,Week4,Day5
37071,37070,26/1/2007,17:50:00,0.814,0.116,240.78,3.6,0,0,0,Week4,Day5
37072,37071,26/1/2007,17:51:00,1.184,0.166,240.41,5,0,0,0,Week4,Day5
37073,37072,26/1/2007,17:52:00,0.99,0.164,240.12,4.2,0,0,0,Week4,Day5
37074,37073,26/1/2007,17:53:00,1.224,0.158,239.56,5.2,0,0,0,Week4,Day5
37075,37074,26/1/2007,17:54:00,1.298,0.162,240.7,5.4,0,0,0,Week4,Day5
37076,37075,26/1/2007,17:55:00,1.304,0.166,241.83,5.4,0,0,0,Week4,Day5
37077,37076,26/1/2007,17:56:00,1.31,0.17,242.71,5.4,0,0,0,Week4,Day5
37078,37077,26/1/2007,17:57:00,1.3,0.282,242.87,5.4,0,0,0,Week4,Day5
37079,37078,26/1/2007,17:58:00,1.268,0.304,242.49,5.4,0,0,0,Week4,Day5
37080,37079,26/1/2007,17:59:00,1.358,0.298,241.72,5.8,0,0,0,Week4,Day5
37081,37080,26/1/2007,18:00:00,1.368,0.25,241.29,5.8,0,0,0,Week4,Day5
37082,37081,26/1/2007,18:01:00,1.252,0.192,241.43,5.2,0,0,0,Week4,Day5
37083,37082,26/1/2007,18:02:00,1.01,0.194,241.02,4.2,0,0,0,Week4,Day5
37084,37083,26/1/2007,18:03:00,1.022,0.194,241.08,4.4,0,0,0,Week4,Day5
37085,37084,26/1/2007,18:04:00,1.014,0.192,240.38,4.2,0,0,0,Week4,Day5
37086,37085,26/1/2007,18:05:00,1.004,0.194,240.63,4.2,0,0,0,Week4,Day5
37087,37086,26/1/2007,18:06:00,1.004,0.192,240.62,4.2,0,0,0,Week4,Day5
37088,37087,26/1/2007,18:07:00,1.002,0.192,240.53,4.2,0,0,0,Week4,Day5
37089,37088,26/1/2007,18:08:00,0.998,0.19,239.98,4.2,0,0,0,Week4,Day5
37090,37089,26/1/2007,18:09:00,1,0.188,239.88,4.2,0,0,0,Week4,Day5
37091,37090,26/1/2007,18:10:00,0.998,0.188,239.91,4.2,0,0,0,Week4,Day5
37092,37091,26/1/2007,18:11:00,0.968,0.14,239.52,4,0,0,0,Week4,Day5
37093,37092,26/1/2007,18:12:00,0.91,0.054,239.4,3.8,0,0,0,Week4,Day5
37094,37093,26/1/2007,18:13:00,0.908,0.054,238.96,3.8,0,0,0,Week4,Day5
37095,37094,26/1/2007,18:14:00,0.908,0.054,238.76,3.8,0,0,0,Week4,Day5
37096,37095,26/1/2007,18:15:00,0.88,0.052,238.33,3.6,0,0,0,Week4,Day5
37097,37096,26/1/2007,18:16:00,0.858,0.054,238.51,3.6,0,0,0,Week4,Day5
37098,37097,26/1/2007,18:17:00,0.838,0.052,238.32,3.4,0,0,0,Week4,Day5
37099,37098,26/1/2007,18:18:00,0.418,0,238.61,1.8,0,0,0,Week4,Day5
37100,37099,26/1/2007,18:19:00,0.438,0,238.21,1.8,0,0,0,Week4,Day5
37101,37100,26/1/2007,18:20:00,0.438,0,238.17,1.8,0,0,0,Week4,Day5
37102,37101,26/1/2007,18:21:00,0.37,0,238.62,1.6,0,0,0,Week4,Day5
37103,37102,26/1/2007,18:22:00,0.372,0,239.51,1.6,0,0,0,Week4,Day5
37104,37103,26/1/2007,18:23:00,0.376,0,240.68,1.6,0,0,0,Week4,Day5
37105,37104,26/1/2007,18:24:00,0.534,0,241.27,2.4,0,0,0,Week4,Day5
37106,37105,26/1/2007,18:25:00,0.972,0,240.91,4.2,0,0,0,Week4,Day5
37107,37106,26/1/2007,18:26:00,0.844,0,240.7,3.4,0,0,0,Week4,Day5
37108,37107,26/1/2007,18:27:00,0.8,0,240.24,3.2,0,0,0,Week4,Day5
37109,37108,26/1/2007,18:28:00,0.794,0,240.28,3.2,0,0,0,Week4,Day5
37110,37109,26/1/2007,18:29:00,0.528,0,240.15,2.4,0,0,0,Week4,Day5
37111,37110,26/1/2007,18:30:00,0.922,0.056,239.94,3.8,0,0,0,Week4,Day5
37112,37111,26/1/2007,18:31:00,0.926,0.06,241.14,3.8,0,0,0,Week4,Day5
37113,37112,26/1/2007,18:32:00,0.92,0.058,240.75,3.8,0,0,0,Week4,Day5
37114,37113,26/1/2007,18:33:00,0.918,0.058,240.62,3.8,0,0,0,Week4,Day5
37115,37114,26/1/2007,18:34:00,0.91,0.058,240.44,3.8,0,0,0,Week4,Day5
37116,37115,26/1/2007,18:35:00,0.91,0.058,240.59,3.8,0,0,0,Week4,Day5
37117,37116,26/1/2007,18:36:00,0.912,0.058,240.63,3.8,0,0,0,Week4,Day5
37118,37117,26/1/2007,18:37:00,0.95,0.088,240.57,4,0,0,0,Week4,Day5
37119,37118,26/1/2007,18:38:00,1.018,0.182,241.25,4.4,0,0,0,Week4,Day5
37120,37119,26/1/2007,18:39:00,1.102,0.3,241.14,4.8,0,0,0,Week4,Day5
37121,37120,26/1/2007,18:40:00,1.098,0.304,241.91,4.6,0,0,0,Week4,Day5
37122,37121,26/1/2007,18:41:00,1.104,0.302,241.7,4.8,0,0,0,Week4,Day5
37123,37122,26/1/2007,18:42:00,1.098,0.304,241.67,4.6,0,0,0,Week4,Day5
37124,37123,26/1/2007,18:43:00,1.096,0.3,241.23,4.6,0,0,0,Week4,Day5
37125,37124,26/1/2007,18:44:00,1.09,0.298,240.78,4.6,0,0,0,Week4,Day5
37126,37125,26/1/2007,18:45:00,1.082,0.294,239.97,4.6,0,0,0,Week4,Day5
37127,37126,26/1/2007,18:46:00,1.078,0.294,239.93,4.6,0,0,0,Week4,Day5
37128,37127,26/1/2007,18:47:00,1.066,0.29,239.57,4.6,0,0,0,Week4,Day5
37129,37128,26/1/2007,18:48:00,1.028,0.23,239.72,4.4,0,0,0,Week4,Day5
37130,37129,26/1/2007,18:49:00,0.998,0.188,239.58,4.2,0,0,0,Week4,Day5
37131,37130,26/1/2007,18:50:00,1,0.182,238.23,4.2,0,0,0,Week4,Day5
37132,37131,26/1/2007,18:51:00,0.98,0.18,237.47,4.2,0,0,0,Week4,Day5
37133,37132,26/1/2007,18:52:00,0.98,0.178,237.05,4.2,0,0,0,Week4,Day5
37134,37133,26/1/2007,18:53:00,0.936,0.106,237.08,4,0,0,0,Week4,Day5
37135,37134,26/1/2007,18:54:00,0.894,0.05,237.45,3.8,0,0,0,Week4,Day5
37136,37135,26/1/2007,18:55:00,0.902,0.052,238.38,3.8,0,0,0,Week4,Day5
37137,37136,26/1/2007,18:56:00,0.904,0.052,238.31,3.8,0,0,0,Week4,Day5
37138,37137,26/1/2007,18:57:00,0.908,0.056,239.31,3.8,0,0,0,Week4,Day5
37139,37138,26/1/2007,18:58:00,0.906,0.056,239.02,3.8,0,0,0,Week4,Day5
37140,37139,26/1/2007,18:59:00,0.908,0.054,238.73,3.8,0,0,0,Week4,Day5
37141,37140,26/1/2007,19:00:00,0.9,0.052,238.12,3.8,0,0,0,Week4,Day5
37142,37141,26/1/2007,19:01:00,0.898,0.052,238.21,3.8,0,0,0,Week4,Day5
37143,37142,26/1/2007,19:02:00,0.894,0.054,238.72,3.8,0,0,0,Week4,Day5
37144,37143,26/1/2007,19:03:00,0.836,0.054,238.89,3.4,0,0,0,Week4,Day5
37145,37144,26/1/2007,19:04:00,0.596,0.088,238.85,2.6,0,0,0,Week4,Day5
37146,37145,26/1/2007,19:05:00,1.326,0.134,238.28,5.6,0,2,0,Week4,Day5
37147,37146,26/1/2007,19:06:00,1.744,0.196,236.93,7.4,0,1,0,Week4,Day5
37148,37147,26/1/2007,19:07:00,1.528,0.094,236.23,6.4,0,1,0,Week4,Day5
37149,37148,26/1/2007,19:08:00,1.506,0.094,237.03,6.2,0,2,0,Week4,Day5
37150,37149,26/1/2007,19:09:00,1.51,0.094,237.32,6.2,0,1,0,Week4,Day5
37151,37150,26/1/2007,19:10:00,1.52,0.098,238.4,6.4,0,2,0,Week4,Day5
37152,37151,26/1/2007,19:11:00,1.74,0.1,239.34,7.2,0,1,0,Week4,Day5
37153,37152,26/1/2007,19:12:00,1.58,0.104,239.95,6.6,0,1,0,Week4,Day5
37154,37153,26/1/2007,19:13:00,1.64,0.168,238.56,6.8,0,2,0,Week4,Day5
37155,37154,26/1/2007,19:14:00,2.054,0.27,239.23,8.6,0,1,0,Week4,Day5
37156,37155,26/1/2007,19:15:00,1.728,0.1,239.31,7.2,0,1,0,Week4,Day5
37157,37156,26/1/2007,19:16:00,1.74,0.102,239.99,7.2,0,2,0,Week4,Day5
37158,37157,26/1/2007,19:17:00,1.742,0.102,240.31,7.2,0,1,0,Week4,Day5
37159,37158,26/1/2007,19:18:00,1.922,0.126,239.63,8,0,2,0,Week4,Day5
37160,37159,26/1/2007,19:19:00,2.284,0.184,238.78,9.6,0,1,0,Week4,Day5
37161,37160,26/1/2007,19:20:00,2.318,0.202,239.07,9.6,0,1,0,Week4,Day5
37162,37161,26/1/2007,19:21:00,2.424,0.316,238.94,10.2,0,1,0,Week4,Day5
37163,37162,26/1/2007,19:22:00,2.366,0.274,238.68,10,0,1,0,Week4,Day5
37164,37163,26/1/2007,19:23:00,2.312,0.198,238.53,9.6,0,0,0,Week4,Day5
37165,37164,26/1/2007,19:24:00,2.308,0.196,238.2,9.6,0,0,0,Week4,Day5
37166,37165,26/1/2007,19:25:00,2.34,0.218,238.23,9.8,0,0,0,Week4,Day5
37167,37166,26/1/2007,19:26:00,2.388,0.298,238.7,10,0,0,0,Week4,Day5
37168,37167,26/1/2007,19:27:00,2.386,0.3,238.68,10,0,0,0,Week4,Day5
37169,37168,26/1/2007,19:28:00,2.372,0.294,237.61,10,0,0,0,Week4,Day5
37170,37169,26/1/2007,19:29:00,2.356,0.29,236.99,10,0,0,0,Week4,Day5
37171,37170,26/1/2007,19:30:00,2.142,0.3,238.18,9,0,0,0,Week4,Day5
37172,37171,26/1/2007,19:31:00,2.12,0.304,238.97,9,0,0,0,Week4,Day5
37173,37172,26/1/2007,19:32:00,2.116,0.304,238.98,9,0,0,0,Week4,Day5
37174,37173,26/1/2007,19:33:00,2.106,0.3,238.33,8.8,0,0,0,Week4,Day5
37175,37174,26/1/2007,19:34:00,2.124,0.308,239.63,9,0,0,0,Week4,Day5
37176,37175,26/1/2007,19:35:00,2.06,0.22,239.53,8.6,0,0,0,Week4,Day5
37177,37176,26/1/2007,19:36:00,2.002,0.122,240.47,8.4,0,0,0,Week4,Day5
37178,37177,26/1/2007,19:37:00,1.966,0.074,240.05,8.2,0,0,0,Week4,Day5
37179,37178,26/1/2007,19:38:00,2.004,0.076,240.65,8.2,0,0,0,Week4,Day5
37180,37179,26/1/2007,19:39:00,2.172,0.064,239.8,9,0,0,0,Week4,Day5
37181,37180,26/1/2007,19:40:00,2.002,0.062,239.64,8.4,0,0,0,Week4,Day5
37182,37181,26/1/2007,19:41:00,1.816,0.062,240.27,7.6,0,0,0,Week4,Day5
37183,37182,26/1/2007,19:42:00,1.818,0.062,239.78,7.6,0,0,0,Week4,Day5
37184,37183,26/1/2007,19:43:00,1.856,0.064,240.43,7.8,0,0,0,Week4,Day5
37185,37184,26/1/2007,19:44:00,1.814,0.068,241.38,7.6,0,0,0,Week4,Day5
37186,37185,26/1/2007,19:45:00,1.812,0.07,241.55,7.4,0,0,0,Week4,Day5
37187,37186,26/1/2007,19:46:00,1.5,0,242.03,6.2,0,0,0,Week4,Day5
37188,37187,26/1/2007,19:47:00,1.342,0,242.49,5.6,0,0,0,Week4,Day5
37189,37188,26/1/2007,19:48:00,1.314,0,242.13,5.4,0,0,0,Week4,Day5
37190,37189,26/1/2007,19:49:00,1.568,0,240.48,6.6,0,0,0,Week4,Day5
37191,37190,26/1/2007,19:50:00,1.486,0,241.59,6.2,0,0,0,Week4,Day5
37192,37191,26/1/2007,19:51:00,1.348,0,242.14,5.6,0,0,0,Week4,Day5
37193,37192,26/1/2007,19:52:00,1.308,0,241.8,5.4,0,0,0,Week4,Day5
37194,37193,26/1/2007,19:53:00,1.304,0,241.21,5.4,0,0,0,Week4,Day5
37195,37194,26/1/2007,19:54:00,1.302,0,241.08,5.4,0,0,0,Week4,Day5
37196,37195,26/1/2007,19:55:00,1.29,0,239.61,5.4,0,0,0,Week4,Day5
37197,37196,26/1/2007,19:56:00,1.304,0,240.27,5.4,0,0,0,Week4,Day5
37198,37197,26/1/2007,19:57:00,1.314,0,240.16,5.4,0,0,0,Week4,Day5
37199,37198,26/1/2007,19:58:00,1.316,0,241.13,5.4,0,0,0,Week4,Day5
37200,37199,26/1/2007,19:59:00,1.318,0,240.49,5.4,0,0,0,Week4,Day5
37201,37200,26/1/2007,20:00:00,1.316,0,240.08,5.4,0,0,0,Week4,Day5
37202,37201,26/1/2007,20:01:00,1.318,0,240.82,5.4,0,0,0,Week4,Day5
37203,37202,26/1/2007,20:02:00,1.382,0.072,240.11,5.8,0,0,0,Week4,Day5
37204,37203,26/1/2007,20:03:00,1.398,0.12,238.85,5.8,0,0,0,Week4,Day5
37205,37204,26/1/2007,20:04:00,1.396,0.12,238.98,5.8,0,0,0,Week4,Day5
37206,37205,26/1/2007,20:05:00,1.398,0.12,239.42,5.8,0,0,0,Week4,Day5
37207,37206,26/1/2007,20:06:00,1.368,0.116,240.68,5.6,0,0,0,Week4,Day5
37208,37207,26/1/2007,20:07:00,1.348,0.108,240.25,5.6,0,0,0,Week4,Day5
37209,37208,26/1/2007,20:08:00,1.506,0.102,239.36,6.2,0,0,0,Week4,Day5
37210,37209,26/1/2007,20:09:00,1.498,0.098,238.57,6.2,0,0,0,Week4,Day5
37211,37210,26/1/2007,20:10:00,1.368,0.102,239.38,5.6,0,0,0,Week4,Day5
37212,37211,26/1/2007,20:11:00,1.364,0.114,240.09,5.6,0,0,0,Week4,Day5
37213,37212,26/1/2007,20:12:00,1.384,0.118,239.36,5.8,0,0,0,Week4,Day5
37214,37213,26/1/2007,20:13:00,1.396,0.122,240,5.8,0,0,0,Week4,Day5
37215,37214,26/1/2007,20:14:00,1.652,0.214,240.5,7,0,0,0,Week4,Day5
37216,37215,26/1/2007,20:15:00,1.508,0.23,241.2,6.2,0,0,0,Week4,Day5
37217,37216,26/1/2007,20:16:00,1.458,0.202,242.21,6,0,0,0,Week4,Day5
37218,37217,26/1/2007,20:17:00,1.386,0.1,242.04,5.8,0,0,0,Week4,Day5
37219,37218,26/1/2007,20:18:00,1.374,0.094,240.52,5.6,0,0,0,Week4,Day5
37220,37219,26/1/2007,20:19:00,1.368,0.092,240.05,5.6,0,0,0,Week4,Day5
37221,37220,26/1/2007,20:20:00,1.36,0.088,239.26,5.6,0,0,0,Week4,Day5
37222,37221,26/1/2007,20:21:00,1.354,0.088,238.78,5.6,0,0,0,Week4,Day5
37223,37222,26/1/2007,20:22:00,1.358,0.088,239.22,5.6,0,0,0,Week4,Day5
37224,37223,26/1/2007,20:23:00,1.37,0.094,240.78,5.6,0,0,0,Week4,Day5
37225,37224,26/1/2007,20:24:00,1.326,0,241.15,5.4,0,0,0,Week4,Day5
37226,37225,26/1/2007,20:25:00,1.3,0,240.79,5.4,0,0,0,Week4,Day5
37227,37226,26/1/2007,20:26:00,1.312,0,240.99,5.4,0,0,0,Week4,Day5
37228,37227,26/1/2007,20:27:00,1.31,0,240.69,5.4,0,0,0,Week4,Day5
37229,37228,26/1/2007,20:28:00,1.306,0,240.61,5.4,0,0,0,Week4,Day5
37230,37229,26/1/2007,20:29:00,1.296,0,239.92,5.4,0,0,0,Week4,Day5
37231,37230,26/1/2007,20:30:00,1.3,0,240.86,5.4,0,0,0,Week4,Day5
37232,37231,26/1/2007,20:31:00,1.264,0,239.91,5.2,0,0,0,Week4,Day5
37233,37232,26/1/2007,20:32:00,1.23,0,239.52,5,0,0,0,Week4,Day5
37234,37233,26/1/2007,20:33:00,1.24,0,240.63,5.2,0,0,0,Week4,Day5
37235,37234,26/1/2007,20:34:00,1.234,0,239.94,5.2,0,0,0,Week4,Day5
37236,37235,26/1/2007,20:35:00,1.238,0,240.92,5,0,0,0,Week4,Day5
37237,37236,26/1/2007,20:36:00,1.24,0,241.49,5,0,0,0,Week4,Day5
37238,37237,26/1/2007,20:37:00,1.238,0,241.3,5,0,0,0,Week4,Day5
37239,37238,26/1/2007,20:38:00,1.246,0,241.77,5.2,0,0,0,Week4,Day5
37240,37239,26/1/2007,20:39:00,1.25,0,241.88,5.2,0,0,0,Week4,Day5
37241,37240,26/1/2007,20:40:00,1.246,0,241.44,5.2,0,0,0,Week4,Day5
37242,37241,26/1/2007,20:41:00,1.234,0,240.97,5,0,0,0,Week4,Day5
37243,37242,26/1/2007,20:42:00,1.224,0,239.52,5,0,0,0,Week4,Day5
37244,37243,26/1/2007,20:43:00,1.238,0,240.68,5.2,0,0,0,Week4,Day5
37245,37244,26/1/2007,20:44:00,1.312,0.058,240.79,5.4,0,0,0,Week4,Day5
37246,37245,26/1/2007,20:45:00,1.396,0.102,238.38,5.8,0,0,0,Week4,Day5
37247,37246,26/1/2007,20:46:00,1.362,0.092,237.31,5.6,0,0,0,Week4,Day5
37248,37247,26/1/2007,20:47:00,1.552,0.27,237.28,6.6,0,0,0,Week4,Day5
37249,37248,26/1/2007,20:48:00,1.592,0.294,237.11,6.8,0,0,0,Week4,Day5
37250,37249,26/1/2007,20:49:00,1.596,0.288,237.45,6.8,0,0,0,Week4,Day5
37251,37250,26/1/2007,20:50:00,1.584,0.282,237.21,6.8,0,0,0,Week4,Day5
37252,37251,26/1/2007,20:51:00,1.572,0.274,236.39,6.6,0,0,0,Week4,Day5
37253,37252,26/1/2007,20:52:00,1.568,0.266,235.77,6.6,0,0,0,Week4,Day5
37254,37253,26/1/2007,20:53:00,1.572,0.266,236.33,6.6,0,0,0,Week4,Day5
37255,37254,26/1/2007,20:54:00,1.57,0.262,236.22,6.6,0,0,0,Week4,Day5
37256,37255,26/1/2007,20:55:00,2.322,0.262,237.88,10,0,0,10,Week4,Day5
37257,37256,26/1/2007,20:56:00,2.66,0.256,237.56,11.2,0,0,18,Week4,Day5
37258,37257,26/1/2007,20:57:00,2.674,0.26,237.94,11.2,0,0,18,Week4,Day5
37259,37258,26/1/2007,20:58:00,2.726,0.356,238.18,11.4,0,0,17,Week4,Day5
37260,37259,26/1/2007,20:59:00,2.68,0.346,236.36,11.4,0,0,18,Week4,Day5
37261,37260,26/1/2007,21:00:00,2.682,0.348,236.93,11.4,0,0,17,Week4,Day5
37262,37261,26/1/2007,21:01:00,3.352,0.394,236.05,14.8,0,0,17,Week4,Day5
37263,37262,26/1/2007,21:02:00,3.348,0.372,236.52,14.6,0,0,17,Week4,Day5
37264,37263,26/1/2007,21:03:00,2.608,0.222,238.22,11,0,0,18,Week4,Day5
37265,37264,26/1/2007,21:04:00,2.612,0.224,238.58,11,0,0,17,Week4,Day5
37266,37265,26/1/2007,21:05:00,2.612,0.224,238.67,11,0,0,18,Week4,Day5
37267,37266,26/1/2007,21:06:00,2.604,0.222,238.33,10.8,0,0,17,Week4,Day5
37268,37267,26/1/2007,21:07:00,2.608,0.218,237.93,11,0,0,17,Week4,Day5
37269,37268,26/1/2007,21:08:00,2.612,0.22,238.37,11,0,0,18,Week4,Day5
37270,37269,26/1/2007,21:09:00,2.77,0.216,237.96,11.6,0,0,17,Week4,Day5
37271,37270,26/1/2007,21:10:00,2.738,0.21,236.3,11.6,0,0,17,Week4,Day5
37272,37271,26/1/2007,21:11:00,2.678,0.178,237.16,11.2,0,0,18,Week4,Day5
37273,37272,26/1/2007,21:12:00,2.834,0.104,237.72,11.8,0,0,17,Week4,Day5
37274,37273,26/1/2007,21:13:00,2.844,0.102,238.13,11.8,0,0,17,Week4,Day5
37275,37274,26/1/2007,21:14:00,2.846,0.102,238.22,11.8,0,0,18,Week4,Day5
37276,37275,26/1/2007,21:15:00,2.832,0.102,237.57,11.8,0,0,17,Week4,Day5
37277,37276,26/1/2007,21:16:00,2.838,0.104,237.96,11.8,0,0,17,Week4,Day5
37278,37277,26/1/2007,21:17:00,3.062,0.194,237.83,12.8,0,0,18,Week4,Day5
37279,37278,26/1/2007,21:18:00,2.996,0.22,236.78,12.6,0,2,17,Week4,Day5
37280,37279,26/1/2007,21:19:00,3.122,0.224,237.71,13.2,0,1,17,Week4,Day5
37281,37280,26/1/2007,21:20:00,2.678,0.234,238.63,11.2,0,1,18,Week4,Day5
37282,37281,26/1/2007,21:21:00,2.64,0.236,239.22,11,0,2,17,Week4,Day5
37283,37282,26/1/2007,21:22:00,2.656,0.238,239.69,11,0,1,18,Week4,Day5
37284,37283,26/1/2007,21:23:00,2.646,0.236,239.31,11,0,1,17,Week4,Day5
37285,37284,26/1/2007,21:24:00,2.628,0.234,238.61,11,0,2,18,Week4,Day5
37286,37285,26/1/2007,21:25:00,2.632,0.248,239.41,11,0,1,17,Week4,Day5
37287,37286,26/1/2007,21:26:00,2.638,0.25,239.81,11,0,2,18,Week4,Day5
37288,37287,26/1/2007,21:27:00,2.72,0.322,240.48,11.4,0,1,18,Week4,Day5
37289,37288,26/1/2007,21:28:00,2.768,0.388,240.92,11.6,0,1,18,Week4,Day5
37290,37289,26/1/2007,21:29:00,2.744,0.384,240,11.4,0,2,17,Week4,Day5
37291,37290,26/1/2007,21:30:00,2.73,0.38,239.39,11.4,0,1,18,Week4,Day5
37292,37291,26/1/2007,21:31:00,2.73,0.38,239.46,11.4,0,1,17,Week4,Day5
37293,37292,26/1/2007,21:32:00,2.736,0.384,239.96,11.4,0,2,18,Week4,Day5
37294,37293,26/1/2007,21:33:00,2.746,0.388,240.55,11.4,0,1,18,Week4,Day5
37295,37294,26/1/2007,21:34:00,2.76,0.392,241.38,11.4,0,1,18,Week4,Day5
37296,37295,26/1/2007,21:35:00,2.682,0.27,240.98,11.2,0,0,17,Week4,Day5
37297,37296,26/1/2007,21:36:00,2.638,0.258,239.11,11,0,0,18,Week4,Day5
37298,37297,26/1/2007,21:37:00,2.566,0.21,239.41,10.6,0,0,17,Week4,Day5
37299,37298,26/1/2007,21:38:00,2.412,0.106,239.48,10,0,0,18,Week4,Day5
37300,37299,26/1/2007,21:39:00,2.422,0.108,240.03,10,0,0,18,Week4,Day5
37301,37300,26/1/2007,21:40:00,2.416,0.106,239.76,10,0,0,17,Week4,Day5
37302,37301,26/1/2007,21:41:00,2.406,0.104,239.16,10,0,0,18,Week4,Day5
37303,37302,26/1/2007,21:42:00,2.344,0,239.21,9.8,0,0,17,Week4,Day5
37304,37303,26/1/2007,21:43:00,2.32,0,239.54,9.6,0,0,18,Week4,Day5
37305,37304,26/1/2007,21:44:00,2.332,0,240.28,9.6,0,0,18,Week4,Day5
37306,37305,26/1/2007,21:45:00,2.352,0,241.32,9.6,0,0,17,Week4,Day5
37307,37306,26/1/2007,21:46:00,2.35,0,241.28,9.6,0,0,18,Week4,Day5
37308,37307,26/1/2007,21:47:00,2.348,0,241.22,9.6,0,0,18,Week4,Day5
37309,37308,26/1/2007,21:48:00,2.404,0.054,240.15,10,0,0,18,Week4,Day5
37310,37309,26/1/2007,21:49:00,2.418,0.082,240.76,10,0,0,18,Week4,Day5
37311,37310,26/1/2007,21:50:00,2.414,0.08,240.66,10,0,0,17,Week4,Day5
37312,37311,26/1/2007,21:51:00,2.428,0.084,241.36,10,0,0,18,Week4,Day5
37313,37312,26/1/2007,21:52:00,2.422,0.082,241.13,10,0,0,18,Week4,Day5
37314,37313,26/1/2007,21:53:00,2.418,0.082,240.96,10,0,0,18,Week4,Day5
37315,37314,26/1/2007,21:54:00,2.424,0.084,241.48,10,0,0,18,Week4,Day5
37316,37315,26/1/2007,21:55:00,2.418,0.082,241.14,10,0,0,17,Week4,Day5
37317,37316,26/1/2007,21:56:00,2.502,0.076,239.87,10.4,0,0,18,Week4,Day5
37318,37317,26/1/2007,21:57:00,2.654,0.06,239.32,11,0,0,18,Week4,Day5
37319,37318,26/1/2007,21:58:00,1.654,0.068,239.82,6.8,0,0,0,Week4,Day5
37320,37319,26/1/2007,21:59:00,1.65,0.068,239.28,6.8,0,0,0,Week4,Day5
37321,37320,26/1/2007,22:00:00,1.938,0.116,239.16,8.2,0,0,0,Week4,Day5
37322,37321,26/1/2007,22:01:00,2.096,0.136,238.17,8.8,0,0,0,Week4,Day5
37323,37322,26/1/2007,22:02:00,2.17,0.14,238.88,9,0,0,0,Week4,Day5
37324,37323,26/1/2007,22:03:00,2.298,0.134,238.72,9.6,0,0,0,Week4,Day5
37325,37324,26/1/2007,22:04:00,2.058,0.132,238.19,8.6,0,0,0,Week4,Day5
37326,37325,26/1/2007,22:05:00,2.068,0.146,238.36,8.6,0,0,0,Week4,Day5
37327,37326,26/1/2007,22:06:00,2.136,0.164,238.14,9,1,0,0,Week4,Day5
37328,37327,26/1/2007,22:07:00,2.094,0.074,238.6,8.8,1,0,0,Week4,Day5
37329,37328,26/1/2007,22:08:00,3.268,0,238.48,13.8,1,0,0,Week4,Day5
37330,37329,26/1/2007,22:09:00,2.83,0.182,239.21,12.2,1,0,0,Week4,Day5
37331,37330,26/1/2007,22:10:00,2.804,0.218,238.27,12,2,0,0,Week4,Day5
37332,37331,26/1/2007,22:11:00,1.968,0.19,240.18,8.2,1,0,0,Week4,Day5
37333,37332,26/1/2007,22:12:00,1.868,0.19,239.92,7.8,1,0,0,Week4,Day5
37334,37333,26/1/2007,22:13:00,1.864,0.192,240.35,7.8,1,0,0,Week4,Day5
37335,37334,26/1/2007,22:14:00,1.858,0.19,239.89,7.8,2,0,0,Week4,Day5
37336,37335,26/1/2007,22:15:00,1.852,0.19,239.75,7.8,1,0,0,Week4,Day5
37337,37336,26/1/2007,22:16:00,1.674,0.198,241.11,7,1,0,0,Week4,Day5
37338,37337,26/1/2007,22:17:00,1.562,0.2,241.45,6.4,1,0,0,Week4,Day5
